,,,,,,,,,,,,,,,,,,,,,,,,
event,code,제품,date,유입,장바구니,구매,장바구니 전환율,구매 전환율,,event,date,유입,장바구니,구매,장바구니 전환율,구매 전환율,,event,date,유입,장바구니,구매,장바구니 전환율,구매 전환율
2609 MEGAWARI,1116473754,누디블러틴트,09월 02일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 03일,"1,644",291,148,17.70%,9.00%,,2603 MEGAWARI,03월 04일,"1,492",273,133,18.30%,8.91%
2609 MEGAWARI,1189084084,탕후루딥글레이즈,09월 02일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 03일,"3,872",403,200,10.41%,5.17%,,2603 MEGAWARI,03월 04일,"5,133",956,328,18.62%,6.39%
2609 MEGAWARI,1082531222,애교살메이커,09월 02일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 03일,"1,763",250,124,14.18%,7.03%,,2603 MEGAWARI,03월 04일,"1,202",376,184,31.28%,15.31%
2609 MEGAWARI,1082531220,입체창조쉐딩스틱,09월 02일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 03일,"1,801",489,300,27.15%,16.66%,,2603 MEGAWARI,03월 04일,454,125,49,27.53%,10.79%
2609 MEGAWARI,1145455669,립 듀오 세트,09월 02일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 03일,,,,,,,2603 MEGAWARI,03월 04일,,,,,
2609 MEGAWARI,1199712593,짱구모음세트,09월 03일,,,,,,,2606 MEGAWARI,06월 04일,"1,609",222,111,13.80%,6.90%,,2603 MEGAWARI,03월 05일,,,,,
2609 MEGAWARI,1139779066,컬러커버틴트,09월 03일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 04일,"3,798",574,307,15.11%,8.08%,,2603 MEGAWARI,03월 05일,"2,630",444,229,16.88%,8.71%
2609 MEGAWARI,1135003693,탕후루밀크,09월 03일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 04일,"1,683",277,122,16.46%,7.25%,,2603 MEGAWARI,03월 05일,"1,763",249,112,14.12%,6.35%
2609 MEGAWARI,1116473754,누디블러틴트,09월 03일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 04일,"1,661",240,103,14.45%,6.20%,,2603 MEGAWARI,03월 05일,"1,155",185,81,16.02%,7.01%
2609 MEGAWARI,1189084084,탕후루딥글레이즈,09월 03일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 04일,"1,849",318,153,17.20%,8.27%,,2603 MEGAWARI,03월 05일,"2,907",191,76,6.57%,2.61%
2609 MEGAWARI,1082531222,애교살메이커,09월 03일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 04일,"1,271",195,100,15.34%,7.87%,,2603 MEGAWARI,03월 05일,918,223,134,24.29%,14.60%
2609 MEGAWARI,1082531220,입체창조쉐딩스틱,09월 03일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 04일,"1,426",341,204,23.91%,14.31%,,2603 MEGAWARI,03월 05일,818,265,114,32.40%,13.94%
2609 MEGAWARI,1145455669,립 듀오 세트,09월 03일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 04일,,,,,,,2603 MEGAWARI,03월 05일,,,,,
2609 MEGAWARI,1199712593,짱구모음세트,09월 04일,,,,,,,2606 MEGAWARI,06월 05일,"1,277",169,90,13.23%,7.05%,,2603 MEGAWARI,03월 06일,0,0,0,,
2609 MEGAWARI,1139779066,컬러커버틴트,09월 04일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 05일,"4,197",441,261,10.51%,6.22%,,2603 MEGAWARI,03월 06일,"2,490",385,191,15.46%,7.67%
2609 MEGAWARI,1135003693,탕후루밀크,09월 04일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 05일,"1,308",194,83,14.83%,6.35%,,2603 MEGAWARI,03월 06일,"1,775",244,101,13.75%,5.69%
2609 MEGAWARI,1116473754,누디블러틴트,09월 04일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 05일,"1,350",191,94,14.15%,6.96%,,2603 MEGAWARI,03월 06일,"1,200",177,57,14.75%,4.75%
2609 MEGAWARI,1189084084,탕후루딥글레이즈,09월 04일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 05일,"1,879",256,134,13.62%,7.13%,,2603 MEGAWARI,03월 06일,"2,513",129,57,5.13%,2.27%
2609 MEGAWARI,1082531222,애교살메이커,09월 04일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 05일,"1,262",179,98,14.18%,7.77%,,2603 MEGAWARI,03월 06일,805,188,97,23.35%,12.05%
2609 MEGAWARI,1082531220,입체창조쉐딩스틱,09월 04일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 05일,"1,311",304,181,23.19%,13.81%,,2603 MEGAWARI,03월 06일,831,265,129,31.89%,15.52%
2609 MEGAWARI,1145455669,립 듀오 세트,09월 04일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 05일,,,,,,,2603 MEGAWARI,03월 06일,,,,,
2609 MEGAWARI,1199712593,짱구모음세트,09월 05일,,,,,,,2606 MEGAWARI,06월 06일,"1,940",215,102,11.08%,5.26%,,2603 MEGAWARI,03월 07일,,,,,
2609 MEGAWARI,1139779066,컬러커버틴트,09월 05일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 06일,"4,857",516,376,10.62%,7.74%,,2603 MEGAWARI,03월 07일,"2,910",462,320,15.88%,11.00%
2609 MEGAWARI,1135003693,탕후루밀크,09월 05일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 06일,"1,358",207,123,15.24%,9.06%,,2603 MEGAWARI,03월 07일,"2,728",353,154,12.94%,5.65%
2609 MEGAWARI,1116473754,누디블러틴트,09월 05일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 06일,"1,519",222,140,14.61%,9.22%,,2603 MEGAWARI,03월 07일,"1,578",251,141,15.91%,8.94%
2609 MEGAWARI,1189084084,탕후루딥글레이즈,09월 05일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 06일,"2,785",281,166,10.09%,5.96%,,2603 MEGAWARI,03월 07일,"4,290",254,101,5.92%,2.35%
2609 MEGAWARI,1082531222,애교살메이커,09월 05일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 06일,"1,413",212,145,15.00%,10.26%,,2603 MEGAWARI,03월 07일,899,183,147,20.36%,16.35%
2609 MEGAWARI,1082531220,입체창조쉐딩스틱,09월 05일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 06일,"1,744",439,347,25.17%,19.90%,,2603 MEGAWARI,03월 07일,"1,236",388,239,31.39%,19.34%
